EA,CLS,SENT,ASP
RESTAURANT#GENERAL,1,i 've lived in ny for 5 years and this place has it all .,general
FOOD#QUALITY,1,"great food , good size menu , great service and an unpretensious setting .",quality
FOOD#STYLE_OPTIONS,1,"great food , good size menu , great service and an unpretensious setting .",options
SERVICE#GENERAL,1,"great food , good size menu , great service and an unpretensious setting .",general
AMBIENCE#GENERAL,1,"great food , good size menu , great service and an unpretensious setting .",general
FOOD#QUALITY,1,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",quality
FOOD#QUALITY,1,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",quality
FOOD#QUALITY,1,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",quality
FOOD#QUALITY,1,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",quality
FOOD#QUALITY,1,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",quality
RESTAURANT#GENERAL,1,i 'm glad i was introduced to this place and this is a rare gem in ny .,general
FOOD#QUALITY,1,"the freshest , best variety , and the fastest delivery .",quality
FOOD#STYLE_OPTIONS,1,"the freshest , best variety , and the fastest delivery .",options
SERVICE#GENERAL,1,"the freshest , best variety , and the fastest delivery .",general
RESTAURANT#PRICES,1,also very inexpensive .,prices
RESTAURANT#GENERAL,1,a great choice at any cost and a great deal .,general
RESTAURANT#PRICES,1,a great choice at any cost and a great deal .,prices
SERVICE#GENERAL,1,the service was excellent and the food was delicious .,general
FOOD#QUALITY,1,the service was excellent and the food was delicious .,quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
DRINKS#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
FOOD#QUALITY,1,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",quality
RESTAURANT#MISCELLANEOUS,1,definitely a great spot for a nice occasion or date .,miscellaneous
FOOD#QUALITY,1,"average to good thai food , but terrible delivery .",quality
SERVICE#GENERAL,-1,"average to good thai food , but terrible delivery .",general
SERVICE#GENERAL,-1,i 've waited over one hour for food .,general
SERVICE#GENERAL,-1,they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,general
RESTAURANT#MISCELLANEOUS,-1,a thai restaurant out of rice during dinner ?,miscellaneous
FOOD#QUALITY,-1,"the food arrived 20 minutes after i called , cold and soggy .",quality
SERVICE#GENERAL,-1,"the food arrived 20 minutes after i called , cold and soggy .",general
RESTAURANT#PRICES,1,this is a wonderful place on all stand points especially value ofr money .,prices
RESTAURANT#GENERAL,1,this is a wonderful place on all stand points especially value ofr money .,general
SERVICE#GENERAL,1,an excellent service,general
SERVICE#GENERAL,1,we were greeted promptly by the waiter who was very nice and cordial .,general
SERVICE#GENERAL,1,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,general
FOOD#QUALITY,1,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,quality
FOOD#STYLE_OPTIONS,1,the food looked very appetizing and delicious since it came on a variety of fancy plates .,options
FOOD#QUALITY,1,we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,quality
RESTAURANT#GENERAL,1,i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,general
SERVICE#GENERAL,1,"service here was great , food was fantastic .",general
FOOD#QUALITY,1,"service here was great , food was fantastic .",quality
FOOD#QUALITY,1,"guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",quality
FOOD#QUALITY,1,"guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",quality
FOOD#QUALITY,-1,"guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",quality
RESTAURANT#GENERAL,1,will absolutely visit again .,general
RESTAURANT#GENERAL,1,you can not go wrong with this place .,general
FOOD#QUALITY,1,"the food is outstanding and the service is quick , friendly and very professional .",quality
SERVICE#GENERAL,1,"the food is outstanding and the service is quick , friendly and very professional .",general
RESTAURANT#MISCELLANEOUS,1,"always a nice crowd , but never loud .",miscellaneous
AMBIENCE#GENERAL,1,"always a nice crowd , but never loud .",general
RESTAURANT#GENERAL,1,go here .,general
RESTAURANT#MISCELLANEOUS,1,good for dates or with friends .,miscellaneous
RESTAURANT#MISCELLANEOUS,1,i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,miscellaneous
RESTAURANT#GENERAL,1,"however , it is jus too good to not praise it .",general
FOOD#QUALITY,1,"by far , the best pizza in manhattan .",quality
FOOD#QUALITY,1,"the crust is thin , the ingredients are fresh and the staff is friendly .",quality
SERVICE#GENERAL,1,"the crust is thin , the ingredients are fresh and the staff is friendly .",general
FOOD#QUALITY,1,"the crust is thin , the ingredients are fresh and the staff is friendly .",quality
FOOD#STYLE_OPTIONS,1,the menu has so many fish items and oysters .,options
FOOD#QUALITY,1,"the fish was really , really fresh .",quality
RESTAURANT#GENERAL,1,we all agreed that mare is one of the best seafood restaurants in new york .,general
RESTAURANT#GENERAL,1,i stumbled upon this great pizzeria as i explored my new neighborhood .,general
FOOD#QUALITY,1,all of the pizzas are terrific and the price is even better !,quality
RESTAURANT#PRICES,1,all of the pizzas are terrific and the price is even better !,prices
FOOD#QUALITY,1,i highly recommend the sophia pizza .,quality
FOOD#QUALITY,1,it 's to die for !,quality
FOOD#QUALITY,-1,the food was mediocre at best but it was the horrible service that made me vow never to go back .,quality
SERVICE#GENERAL,-1,the food was mediocre at best but it was the horrible service that made me vow never to go back .,general
SERVICE#GENERAL,-1,"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",general
SERVICE#GENERAL,-1,so rushing us out was absolutely unnecessary !,general
FOOD#QUALITY,-1,"for the people who want great food plus great service , roxy is a place to avoid !",quality
SERVICE#GENERAL,-1,"for the people who want great food plus great service , roxy is a place to avoid !",general
FOOD#QUALITY,1,"the first time the sushi was outstanding , the second time it was a little bland .",quality
FOOD#QUALITY,-1,"the first time the sushi was outstanding , the second time it was a little bland .",quality
RESTAURANT#GENERAL,0,i 'm sure i 'll return for a final judgement tho .,general
AMBIENCE#GENERAL,1,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",general
DRINKS#QUALITY,1,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",quality
SERVICE#GENERAL,1,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",general
RESTAURANT#GENERAL,1,mizu is the japenese find in grammercy .,general
FOOD#QUALITY,1,"while their kitchen food is delicious , their sushi is out of this world .",quality
FOOD#QUALITY,1,"while their kitchen food is delicious , their sushi is out of this world .",quality
FOOD#STYLE_OPTIONS,1,mizu is home to creative and unique rolls not to found anywhere else .,options
FOOD#QUALITY,1,"not only is the cuisine the best around , the service has always been attentive and charming .",quality
SERVICE#GENERAL,1,"not only is the cuisine the best around , the service has always been attentive and charming .",general
RESTAURANT#GENERAL,1,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,general
SERVICE#GENERAL,1,"thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",general
FOOD#QUALITY,-1,"thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",quality
AMBIENCE#GENERAL,1,"thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",general
FOOD#QUALITY,-1,i ordered the smoked salmon and roe appetizer and it was off flavor .,quality
FOOD#QUALITY,-1,"the entree was bland and small , dessert was not inspired .",quality
FOOD#STYLE_OPTIONS,-1,"the entree was bland and small , dessert was not inspired .",options
FOOD#QUALITY,-1,"the entree was bland and small , dessert was not inspired .",quality
FOOD#PRICES,-1,i expected quite a bit more from such an expensive menu .,prices
FOOD#QUALITY,-1,i expected quite a bit more from such an expensive menu .,quality
LOCATION#GENERAL,1,"the view is spectacular , and the food is great .",general
FOOD#QUALITY,1,"the view is spectacular , and the food is great .",quality
DRINKS#QUALITY,1,wonderful strawberry daiquiries as well !,quality
RESTAURANT#GENERAL,1,definitely worth the trip to battery park city !,general
RESTAURANT#GENERAL,1,one of my favorite places in manhattan .,general
FOOD#QUALITY,1,authentic taiwanese food that 's cheap ... what more could you ask for ?,quality
FOOD#PRICES,1,authentic taiwanese food that 's cheap ... what more could you ask for ?,prices
RESTAURANT#GENERAL,1,( besides that there should be more restaurants like it around the city ) .,general
FOOD#QUALITY,1,the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .,quality
FOOD#QUALITY,1,delicious simple food in nice outdoor atmosphere .,quality
FOOD#STYLE_OPTIONS,1,delicious simple food in nice outdoor atmosphere .,options
AMBIENCE#GENERAL,1,delicious simple food in nice outdoor atmosphere .,general
SERVICE#GENERAL,1,"kind , attentive wait staff .",general
FOOD#QUALITY,1,i really like both the scallops and the mahi mahi ( on saffron risotto-yum ! ) .,quality
FOOD#QUALITY,1,i really like both the scallops and the mahi mahi ( on saffron risotto-yum ! ) .,quality
FOOD#QUALITY,1,my friend devoured her chicken and mashed potatos .,quality
FOOD#QUALITY,1,delicious crab cakes too .,quality
AMBIENCE#GENERAL,1,"even if the food was n't this good , the garden is a great place to sit outside and relax .",general
FOOD#QUALITY,1,"even if the food was n't this good , the garden is a great place to sit outside and relax .",quality
RESTAURANT#GENERAL,1,great neighborhood joint .,general
FOOD#STYLE_OPTIONS,1,this is a nice pizza place with good selection of thin crust pizza including the basil slice .,options
FOOD#QUALITY,1,this is a nice pizza place with good selection of thin crust pizza including the basil slice .,quality
RESTAURANT#GENERAL,1,this is a nice pizza place with good selection of thin crust pizza including the basil slice .,general
FOOD#QUALITY,1,this is a nice pizza place with good selection of thin crust pizza including the basil slice .,quality
FOOD#QUALITY,-1,"their calzones are horrific , bad , vomit-inducing , yuck .",quality
FOOD#QUALITY,-1,they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,quality
SERVICE#GENERAL,-1,the counter service is bad .,general
SERVICE#GENERAL,-1,they charge different prices all the time .,general
SERVICE#GENERAL,-1,"they 're rude at times , and not very friendly .",general
RESTAURANT#GENERAL,-1,no pizza 33 for me !,general
FOOD#QUALITY,-1,"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",quality
FOOD#STYLE_OPTIONS,-1,"the dosas are skimpy , unattractive and drip with grease , and personally i 'd drink popcorn topping before i 'd eat another one of these .",options
FOOD#QUALITY,-1,"the dosas are skimpy , unattractive and drip with grease , and personally i 'd drink popcorn topping before i 'd eat another one of these .",quality
FOOD#QUALITY,-1,"the sandwiches are dry , tasteless and way overpriced .",quality
FOOD#PRICES,-1,"the sandwiches are dry , tasteless and way overpriced .",prices
RESTAURANT#GENERAL,-1,"calling the place hampton chutney co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",general
AMBIENCE#GENERAL,-1,"calling the place hampton chutney co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",general
SERVICE#GENERAL,-1,"calling the place hampton chutney co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",general
RESTAURANT#GENERAL,1,"seriously , this place kicks ass .",general
AMBIENCE#GENERAL,1,"the atmosphere is unheralded , the service impecible , and the food magnificant .",general
SERVICE#GENERAL,1,"the atmosphere is unheralded , the service impecible , and the food magnificant .",general
FOOD#QUALITY,1,"the atmosphere is unheralded , the service impecible , and the food magnificant .",quality
FOOD#QUALITY,1,"best italian food i ever had ( and being italian , that means alot ) .",quality
RESTAURANT#GENERAL,1,"it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .",general
AMBIENCE#GENERAL,1,"this is such a lovely , peaceful place to eat outside .",general
LOCATION#GENERAL,1,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,general
LOCATION#GENERAL,1,"it is set far from the small street it 's on , and there is no traffic noise .",general
FOOD#QUALITY,1,"the food is good , especially their more basic dishes , and the drinks are delicious .",quality
FOOD#QUALITY,1,"the food is good , especially their more basic dishes , and the drinks are delicious .",quality
DRINKS#QUALITY,1,"the food is good , especially their more basic dishes , and the drinks are delicious .",quality
LOCATION#GENERAL,1,"this is a great place to take out-of-towners , and perfect for watching the sunset .",general
FOOD#QUALITY,1,great sushi experience .,quality
RESTAURANT#PRICES,1,nice value .,prices
FOOD#QUALITY,1,unique apppetizers .,quality
FOOD#QUALITY,1,try sushimi cucumber roll .,quality
FOOD#QUALITY,1,"good spreads , great beverage selections and bagels really tasty .",quality
DRINKS#STYLE_OPTIONS,1,"good spreads , great beverage selections and bagels really tasty .",options
FOOD#QUALITY,1,"good spreads , great beverage selections and bagels really tasty .",quality
SERVICE#GENERAL,-1,the big complaint : no toasting available .,general
SERVICE#GENERAL,-1,murray wo n't do it .,general
SERVICE#GENERAL,-1,but who says murray 's is anything about service .,general
RESTAURANT#GENERAL,0,"so close , but not good enough .",general
RESTAURANT#MISCELLANEOUS,-1,do n't be fooled by crowds of people .,miscellaneous
SERVICE#GENERAL,-1,the service is awful .,general
RESTAURANT#GENERAL,-1,this place is not worth the prices .,general
RESTAURANT#PRICES,-1,this place is not worth the prices .,prices
SERVICE#GENERAL,-1,"also , do n't plan on asking for your favorite roll , if it 's not on the menu , you ca n't have it .",general
RESTAURANT#GENERAL,1,love pizza 33..,general
FOOD#QUALITY,1,i will be out with friends and all of a sudden i am hungry and i only crave one thing ... their pizza .,quality
RESTAURANT#GENERAL,1,it hits the spot every time,general
RESTAURANT#GENERAL,1,this tiny williamsburg spot is always pleasantly surprising .,general
FOOD#QUALITY,1,the pizza is delicious and the proprietor is one of the nicest in nyc .,quality
SERVICE#GENERAL,1,the pizza is delicious and the proprietor is one of the nicest in nyc .,general
RESTAURANT#GENERAL,1,i 've been many time and have never been disappointed .,general
FOOD#STYLE_OPTIONS,1,they even scoop it out nice ( for those on a diet ) not too much not to little .,options
FOOD#QUALITY,1,the cream cheeses are out of this world and i love that coffee ! !,quality
DRINKS#QUALITY,1,the cream cheeses are out of this world and i love that coffee ! !,quality
SERVICE#GENERAL,1,a little crowded but they move that line really fast !,general
RESTAURANT#MISCELLANEOUS,-1,a little crowded but they move that line really fast !,miscellaneous
RESTAURANT#PRICES,-1,a little pricey but it really hits the spot on a sunday morning !,prices
RESTAURANT#GENERAL,1,a little pricey but it really hits the spot on a sunday morning !,general
FOOD#QUALITY,0,"bagels are ok , but be sure not to make any special requests !",quality
SERVICE#GENERAL,-1,"bagels are ok , but be sure not to make any special requests !",general
SERVICE#GENERAL,-1,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,general
FOOD#QUALITY,-1,be sure not to get anything other than bagels ! ..,quality
FOOD#QUALITY,1,be sure not to get anything other than bagels ! ..,quality
FOOD#QUALITY,-1,the turkey burgers are scary !,quality
RESTAURANT#MISCELLANEOUS,-1,the worst excuse for japanese food i 've ever encountered .,miscellaneous
FOOD#QUALITY,-1,the soup for the udon was soy sauce and water .,quality
FOOD#QUALITY,-1,the sushi was awful !,quality
FOOD#QUALITY,-1,the rice was poor quality and was cooked so badly it was hard .,quality
FOOD#QUALITY,-1,"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",quality
FOOD#QUALITY,-1,"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",quality
FOOD#STYLE_OPTIONS,-1,"the fish was adequate , but inexpertly sliced .",options
FOOD#QUALITY,-1,it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,quality
SERVICE#GENERAL,1,"good , fast service .",general
RESTAURANT#GENERAL,1,i would highly recommend .,general
FOOD#QUALITY,1,food is great and inexpensive .,quality
FOOD#PRICES,1,food is great and inexpensive .,prices
LOCATION#GENERAL,1,the location is perfect .,general
RESTAURANT#GENERAL,1,give it a try and enjoy .,general
AMBIENCE#GENERAL,-1,"well , this place is so ghetto its not even funny .",general
DRINKS#PRICES,-1,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,prices
AMBIENCE#GENERAL,-1,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,general
RESTAURANT#GENERAL,-1,would never go back there .,general
FOOD#QUALITY,1,awsome pizza especially the margheritta slice .,quality
FOOD#QUALITY,1,awsome pizza especially the margheritta slice .,quality
SERVICE#GENERAL,1,always busy but fast moving .,general
AMBIENCE#GENERAL,1,great atmoshere and worth every bit .,general
RESTAURANT#GENERAL,1,great atmoshere and worth every bit .,general
RESTAURANT#MISCELLANEOUS,1,open late ( well as late as i ever got there and i 'm a night person ),miscellaneous
SERVICE#GENERAL,1,winnie and her staff are the best crew you can find serving you .,general
SERVICE#GENERAL,1,winnie and her staff are the best crew you can find serving you .,general
FOOD#QUALITY,1,the food is reliable and the price is moderate .,quality
RESTAURANT#PRICES,0,the food is reliable and the price is moderate .,prices
RESTAURANT#GENERAL,1,what more can you ask for ?,general
FOOD#QUALITY,1,"for authentic thai food , look no further than toons .",quality
FOOD#QUALITY,1,"try the pad thai , or sample anything on the appetizer menu ... they 're all delicious .",quality
FOOD#QUALITY,1,"try the pad thai , or sample anything on the appetizer menu ... they 're all delicious .",quality
RESTAURANT#GENERAL,1,everything about this restaurant was special .,general
SERVICE#GENERAL,1,"the service was attentive , yet discreet .",general
FOOD#QUALITY,1,the flavors robust and subtle .,quality
FOOD#QUALITY,1,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,quality
RESTAURANT#GENERAL,1,i 'm saving up for my next visit .,general
AMBIENCE#GENERAL,1,the place was quiet and delightful .,general
SERVICE#GENERAL,1,service was good and food is wonderful .,general
FOOD#QUALITY,1,service was good and food is wonderful .,quality
FOOD#QUALITY,1,i did not try the caviar but i tried their salmon and crab salad ( they are all good ),quality
FOOD#QUALITY,1,i did not try the caviar but i tried their salmon and crab salad ( they are all good ),quality
RESTAURANT#GENERAL,1,it is definitely a good spot for snacks and chat .,general
RESTAURANT#GENERAL,1,"as a retired hipster , i can say with some degree of certainty that for the last year lucky strike has been the best laid-back late night in the city .",general
SERVICE#GENERAL,1,"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b @ # $ * way ) .",general
FOOD#QUALITY,1,"the food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",quality
FOOD#QUALITY,1,"the food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",quality
FOOD#QUALITY,1,"the food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",quality
AMBIENCE#GENERAL,1,"but the best part about ls is the late night atmosphere , delightfully free of the bts .",general
DRINKS#QUALITY,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",quality
DRINKS#STYLE_OPTIONS,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",options
DRINKS#PRICES,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",prices
DRINKS#QUALITY,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",quality
AMBIENCE#GENERAL,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",general
AMBIENCE#GENERAL,1,"you can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",general
AMBIENCE#GENERAL,1,"the in-house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",general
RESTAURANT#GENERAL,1,you ca n't go wrong with this place .,general
RESTAURANT#GENERAL,1,suan is a great place that i often take my friends ( classmates ) too .,general
LOCATION#GENERAL,1,"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",general
RESTAURANT#PRICES,1,"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",prices
FOOD#QUALITY,1,i love their thai,quality
FOOD#QUALITY,1,noodles with shrimp and chicken and coconut juice is the must !,quality
RESTAURANT#GENERAL,1,i will go back to suan soon !,general
AMBIENCE#GENERAL,1,in summer-eat outside on a terrace ( another great feature of suan ) ! ! !,general
SERVICE#GENERAL,1,i can not imagine a friendlier staff working in a restaurant .,general
FOOD#QUALITY,1,i can not imagine better indian food in all of the city .,quality
RESTAURANT#GENERAL,1,i can not imagine you not rushing out to eat there .,general
FOOD#QUALITY,-1,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",quality
SERVICE#GENERAL,-1,"during the course of the past 3 months , the chef and staff changed and it was not for the better .",general
RESTAURANT#GENERAL,-1,i wish they would change back to what it was before .,general
FOOD#QUALITY,-1,the food now is inconsistent .,quality
RESTAURANT#MISCELLANEOUS,1,this is the kind of place you 'd like to take all your friends to and still keep a secret .,miscellaneous
AMBIENCE#GENERAL,1,the setting is casual and romantic .,general
RESTAURANT#PRICES,1,prices are very good .,prices
FOOD#QUALITY,1,the food is excellent !,quality
FOOD#QUALITY,1,"if you 're daring , try the balsamic vinegar over icecream , it 's wonderful !",quality
FOOD#QUALITY,-1,"do not get the go go hamburgers , no matter what the reviews say .",quality
FOOD#QUALITY,-1,they were such a rip-off ( $ 8.95 for four small meat patties in steamed buns ) and not worth trying .,quality
FOOD#STYLE_OPTIONS,-1,they were such a rip-off ( $ 8.95 for four small meat patties in steamed buns ) and not worth trying .,options
FOOD#PRICES,-1,they were such a rip-off ( $ 8.95 for four small meat patties in steamed buns ) and not worth trying .,prices
FOOD#PRICES,-1,"the rest of the dim sum , though pricey by chinatown standards , is worth it .",prices
FOOD#QUALITY,1,"the rest of the dim sum , though pricey by chinatown standards , is worth it .",quality
FOOD#QUALITY,1,steamed fresh so brought hot hot hot to your table .,quality
SERVICE#GENERAL,-1,"the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",general
AMBIENCE#GENERAL,-1,"the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",general
RESTAURANT#MISCELLANEOUS,-1,"the wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for chinatown ) alternative .",miscellaneous
FOOD#QUALITY,-1,"a few tips : skip the turnip cake , roast pork buns and egg custards .",quality
FOOD#QUALITY,-1,"a few tips : skip the turnip cake , roast pork buns and egg custards .",quality
FOOD#QUALITY,-1,"a few tips : skip the turnip cake , roast pork buns and egg custards .",quality
FOOD#PRICES,-1,these are overpriced and you can get better just around the corner :,prices
FOOD#QUALITY,-1,these are overpriced and you can get better just around the corner :,quality
RESTAURANT#GENERAL,1,i was pleasantly suprised .,general
FOOD#QUALITY,1,the food was exceptional .,quality
FOOD#QUALITY,1,"i choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",quality
SERVICE#GENERAL,1,the service was friendly and the atmosphere was casual .,general
AMBIENCE#GENERAL,0,the service was friendly and the atmosphere was casual .,general
FOOD#QUALITY,1,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,quality
AMBIENCE#GENERAL,-1,the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,general
AMBIENCE#GENERAL,1,this little place has a cute interior decor and affordable city prices .,general
RESTAURANT#PRICES,1,this little place has a cute interior decor and affordable city prices .,prices
FOOD#QUALITY,1,"the pad se ew chicken was delicious , however the pad thai was far too oily .",quality
FOOD#QUALITY,-1,"the pad se ew chicken was delicious , however the pad thai was far too oily .",quality
RESTAURANT#GENERAL,1,"have eaten at ginger house several times , and it 's always good .",general
FOOD#QUALITY,1,the fried dumplings are great !,quality
RESTAURANT#GENERAL,1,finally a reliable chinese restaurant !,general
SERVICE#GENERAL,-1,this place would be so much better served by being run by a group that actually understands customer service .,general
SERVICE#GENERAL,-1,"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place , but also become hostile !",general
SERVICE#GENERAL,-1,"nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",general
SERVICE#GENERAL,-1,"terrible , terrible management - deserves to be shut-down .",general
RESTAURANT#GENERAL,-1,"terrible , terrible management - deserves to be shut-down .",general
RESTAURANT#GENERAL,1,never fails to please .,general
FOOD#QUALITY,1,"delicious bagels , especially when right out of the oven .",quality
FOOD#QUALITY,1,spreads and toppings are great - though a bit pricey .,quality
FOOD#QUALITY,1,spreads and toppings are great - though a bit pricey .,quality
FOOD#PRICES,-1,spreads and toppings are great - though a bit pricey .,prices
FOOD#PRICES,-1,spreads and toppings are great - though a bit pricey .,prices
SERVICE#GENERAL,1,service is fast and friendly .,general
SERVICE#GENERAL,-1,"only drawback - they wo n't toast your bagel , and they do n't make eggs for the bagel .",general
RESTAURANT#MISCELLANEOUS,1,but that is highly forgivable .,miscellaneous
FOOD#QUALITY,-1,"the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",quality
AMBIENCE#GENERAL,-1,"the food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",general
RESTAURANT#MISCELLANEOUS,-1,"if celebrities make you sweat , then your in for a ride , but if your like most around these parts then you 'll just yawn and wonder whats with all the hype .",miscellaneous
RESTAURANT#GENERAL,0,"rao is a good restaurant , but it 's nothing special .",general
FOOD#QUALITY,1,"but after last night , spice grill is the only place i 'm eating indian cuisine .",quality
FOOD#QUALITY,1,you must try the shrimp appetizers .,quality
FOOD#QUALITY,1,even my indian friend could n't believe how good and tasty everything was .,quality
AMBIENCE#GENERAL,1,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,general
SERVICE#GENERAL,1,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,general
FOOD#QUALITY,1,"great food , great prices , great service .",quality
